,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
10,Yonge St.,Residential Building (Apartment / Condo),CA,Toronto,Canada,Gerrard St. W.,641,"['Yonge St. (Gerrard St. W.)', 'Toronto ON', 'Canada']",4fc61a72e4b0bf27802f1a33,"[{'label': 'display', 'lat': 43.65919833903763, 'lng': -79.3828632512326}]",43.65919833903763,-79.3828632512326,Aura at College Park, Downtown Toronto,,park,ON
11,111 Carlton Street,College Residence Hall,CA,Toronto,Canada,Jarvis Street,45,"['111 Carlton Street (Jarvis Street)', 'Toronto ON M5B 2G3', 'Canada']",556670a1498e7e5978b5c45f,"[{'label': 'display', 'lat': 43.662351767886165, 'lng': -79.37688748830547}]",43.662351767886165,-79.37688748830547,Parkside Student Residence, Downtown Toronto,M5B 2G3,park,ON
12,,Dog Run,CA,Toronto,Canada,Jarvis Street & Carlton Street,134,"['Toronto ON', 'Canada']",4bf98d6bb182c9b6d924795a,"[{'label': 'display', 'lat': 43.662486052114254, 'lng': -79.3747407155693}]",43.662486052114254,-79.3747407155693,Allan Gardens Dog Park, Downtown Toronto,,park,ON
13,19 Horticulural Ave,Garden,CA,Toronto,Canada,Allan Gardens,156,"['19 Horticulural Ave (Allan Gardens)', 'Toronto ON M5A 2P2', 'Canada']",4c24fab0a852c928070de46c,"[{'label': 'display', 'lat': 43.661915451854576, 'lng': -79.3746870789171}]",43.661915451854576,-79.3746870789171,Allan Gardens Conservatory, Downtown Toronto,M5A 2P2,park,ON
14,140 Sherbourne St,Baseball Field,CA,Toronto,Canada,Shuter,817,"['140 Sherbourne St (Shuter)', 'Toronto ON', 'Canada']",4e24d62afa7658ff3a743e6c,"[{'label': 'display', 'lat': 43.65571209540983, 'lng': -79.37278670377856}]",43.65571209540983,-79.37278670377856,Moss Park Baseball Diamond, Downtown Toronto,,park,ON
15,900 Bay St.,Government Building,CA,Toronto,Canada,btwn Wellesley & Grosvenor,918,"['900 Bay St. (btwn Wellesley & Grosvenor)', 'Toronto ON M7A 2E3', 'Canada']",4ae147a5f964a520db8521e3,"[{'label': 'display', 'lat': 43.66352173469549, 'lng': -79.38774268295636}]",43.66352173469549,-79.38774268295636,Queen's Park Complex, Downtown Toronto,M7A 2E3,park,ON
16,761 Bay St,Residential Building (Apartment / Condo),CA,Toronto,Canada,,743,"['761 Bay St', 'Toronto ON M5G 2R2', 'Canada']",4efcf1acf9abd5b38dc583b5,"[{'label': 'display', 'lat': 43.65991917425436, 'lng': -79.38488618876582}]",43.65991917425436,-79.38488618876582,Residences of College Park (Phase 2), Downtown Toronto,M5G 2R2,park,ON
17,424 Yonge St.,Residential Building (Apartment / Condo),CA,Toronto,Canada,btwn College St. & Gerrard St. W,597,"['424 Yonge St. (btwn College St. & Gerrard St. W)', 'Toronto ON M5B 2H3', 'Canada']",51aa3817498ec0f9f2a8c58d,"[{'label': 'display', 'lat': 43.660242306873094, 'lng': -79.38309788703918}]",43.660242306873094,-79.38309788703918,College Park Suites, Downtown Toronto,M5B 2H3,park,ON
18,444 Yonge St,Food Court,CA,Toronto,Canada,,600,"['444 Yonge St', 'Toronto ON', 'Canada']",5241bf5e11d283652fdf6027,"[{'label': 'display', 'lat': 43.66117251057127, 'lng': -79.38361744846544}]",43.66117251057127,-79.38361744846544,College Park Food Court, Downtown Toronto,,park,ON
19,410 Parliament St,Park,CA,Toronto,Canada,at Gerrard St E,748,"['410 Parliament St (at Gerrard St E)', 'Toronto ON M5A 3A1', 'Canada']",4d223364dd6a236aded64538,"[{'label': 'display', 'lat': 43.66217499441404, 'lng': -79.36713084496049}]",43.66217499441404,-79.36713084496049,Anniversary Park, Downtown Toronto,M5A 3A1,park,ON
20,444 Yonge Street,Clothing Store,CA,Toronto,Canada,at College St,604,"['444 Yonge Street (at College St)', 'Toronto ON M5B 2H4', 'Canada']",4af701d2f964a520c10422e3,"[{'label': 'display', 'lat': 43.6609971311074, 'lng': -79.3835994601249}]",43.6609971311074,-79.3835994601249,Winners, Downtown Toronto,M5B 2H4,park,ON
21,19 Trinity Square,Plaza,CA,Toronto,Canada,btwn Bay & Yonge,1011,"['19 Trinity Square (btwn Bay & Yonge)', 'Toronto ON M5G 1B1', 'Canada']",4b953ad9f964a520969634e3,"[{'label': 'display', 'lat': 43.65437947203957, 'lng': -79.3818485560509}]",43.65437947203957,-79.3818485560509,Trinity Square Park, Downtown Toronto,M5G 1B1,park,ON
22,,Baseball Field,CA,,Canada,,382,['Canada'],4cded439c4f6a35d1d60cc6c,"[{'label': 'display', 'lat': 43.66499537199503, 'lng': -79.3797811241303}]",43.66499537199503,-79.3797811241303,Withrow Park Baseball Diamond N, Downtown Toronto,,park,
23,763 Bay St.,Gym,CA,Toronto,Canada,College St.,770,"['763 Bay St. (College St.)', 'Toronto ON M5G 2R3', 'Canada']",4d2fd7ad7791224b13b8cb42,"[{'label': 'display', 'lat': 43.65976369864444, 'lng': -79.38515156759817}]",43.65976369864444,-79.38515156759817,The Residence at College Park Gym, Downtown Toronto,M5G 2R3,park,ON
24,College St.,Park,CA,Toronto,Canada,,753,"['College St.', 'Toronto ON', 'Canada']",4c8facf91664b1f79c90aa2f,"[{'label': 'display', 'lat': 43.65975136823981, 'lng': -79.38491112965691}]",43.65975136823981,-79.38491112965691,College Park Area, Downtown Toronto,,park,ON
25,College Park,Courthouse,CA,Toronto,Canada,Yonge and College,563,"['College Park (Yonge and College)', 'Toronto ON', 'Canada']",4d4c457a7aa6a35d7369d570,"[{'label': 'display', 'lat': 43.66077765122183, 'lng': -79.38296014815708}]",43.66077765122183,-79.38296014815708,College Park Courts, Downtown Toronto,,park,ON
26,,Parking,CA,,Canada,,814,['Canada'],53c2f66e498e38d8a5ed4f6e,"[{'label': 'display', 'lat': 43.65754699707031, 'lng': -79.38375854492188}]",43.65754699707031,-79.38375854492188,Precise Park Link, Downtown Toronto,,park,
27,,Courthouse,CA,Toronto,Canada,Yonge & College,594,"['Toronto ON', 'Canada']",4b756e09f964a520160c2ee3,"[{'label': 'display', 'lat': 43.661256, 'lng': -79.383571}]",43.661256,-79.383571,Ontario Court of Justice - College Park, Downtown Toronto,,park,ON
28,Toronto,Garden,CA,Toronto,Canada,Kanada,1028,"['Toronto (Kanada)', 'Toronto ON', 'Canada']",557f24f6498e5325baa2a8c4,"[{'label': 'display', 'lat': 43.65422439575195, 'lng': -79.38188171386719}]",43.65422439575195,-79.38188171386719,Trinity Park And Labyrinth, Downtown Toronto,,park,ON
29,50 Gould St,Park,CA,,Canada,,478,"['50 Gould St', 'Canada']",578ba04ccd104590a0dea4be,"[{'label': 'display', 'lat': 43.658843, 'lng': -79.379378}]",43.658843,-79.379378,Ryerson Community Park, Downtown Toronto,,park,
30,755 Lakeshore Blvd. East,Baseball Field,CA,Toronto,Canada,,460,"['755 Lakeshore Blvd. East', 'Toronto ON', 'Canada']",4bedab216e8c20a1f6b27061,"[{'label': 'display', 'lat': 43.66013674024949, 'lng': -79.38102928668933}]",43.66013674024949,-79.38102928668933,McCleary Park, Downtown Toronto,,park,ON
31,275 Shutter  Street,Residential Building (Apartment / Condo),CA,Toronto,Canada,Shutter & Sherbourne,517,"['275 Shutter  Street (Shutter & Sherbourne)', 'Toronto ON', 'Canada']",51699f70498e717aeff07895,"[{'label': 'display', 'lat': 43.667217070775834, 'lng': -79.37675137323}]",43.667217070775834,-79.37675137323,Moss Park Apartments, Downtown Toronto,,park,ON
32,,Residential Building (Apartment / Condo),CA,Toronto,Canada,,578,"['Toronto ON', 'Canada']",52d2ff5d498e6ef652f13df3,"[{'label': 'display', 'lat': 43.66770749978858, 'lng': -79.37531069466166}]",43.66770749978858,-79.37531069466166,High Park Manor, Downtown Toronto,,park,ON
33,Alexander St.,,CA,Toronto,Canada,,499,"['Alexander St.', 'Toronto ON', 'Canada']",504ca7f8e4b04a78b00f72bf,"[{'label': 'display', 'lat': 43.66084, 'lng': -79.38213}]",43.66084,-79.38213,City Park Co-op Lawn Sale, Downtown Toronto,,park,ON
34,260 Sackville St,Residential Building (Apartment / Condo),CA,Toronto,Canada,,1047,"['260 Sackville St', 'Toronto ON M5A 0B3', 'Canada']",4e6dbb42b0fb62b7785d9d65,"[{'label': 'display', 'lat': 43.66103022188667, 'lng': -79.36358166548949}]",43.66103022188667,-79.36358166548949,One Park West, Downtown Toronto,M5A 0B3,park,ON
35,,Park,CA,,Canada,,910,['Canada'],4bd714965631c9b605e6a630,"[{'label': 'display', 'lat': 43.66826629093612, 'lng': -79.38453174991518}]",43.66826629093612,-79.38453174991518,George Hislop Park, Downtown Toronto,,park,
36,,Post Office,CA,,Canada,,642,['Canada'],4be842a7c5220f479c83a9ca,"[{'label': 'display', 'lat': 43.66076234103853, 'lng': -79.38398838043213}]",43.66076234103853,-79.38398838043213,Canada Post (College Park), Downtown Toronto,,park,
37,"382 Yonge St,4th Floor",Doctor's Office,CA,Toronto,Canada,,646,"['382 Yonge St,4th Floor', 'Toronto ON M5G 2K2', 'Canada']",59f1fde348b04e1a8368f4f4,"[{'label': 'display', 'lat': 43.6585279, 'lng': -79.3821688}]",43.6585279,-79.3821688,Physiomed Toronto - College Park, Downtown Toronto,M5G 2K2,park,ON
38,140 Sherbourne Street,Skating Rink,CA,Toronto Division,Canada,Queen Street East,1008,"['140 Sherbourne Street (Queen Street East)', 'Toronto Division ON', 'Canada']",4bca1f87b6c49c74e3d28f91,"[{'label': 'display', 'lat': 43.65488712314853, 'lng': -79.36977129447679}]",43.65488712314853,-79.36977129447679,Moss Park Arena, Downtown Toronto,,park,ON
39,,Park,CA,,Canada,Carlton and Sherbourne,366,"['Carlton and Sherbourne', 'Canada']",5087fa55e4b0671967b23838,"[{'label': 'display', 'lat': 43.66021933335282, 'lng': -79.37323225987139}]",43.66021933335282,-79.37323225987139,Sketchy McSketch Park, Downtown Toronto,,park,
40,,Theater,CA,,Canada,,1006,['Canada'],505752a3e4b0150f2fe9e298,"[{'label': 'display', 'lat': 43.65379817266772, 'lng': -79.37944021336975}]",43.65379817266772,-79.37944021336975,Park Stage, Downtown Toronto,,park,
41,13 Isabella St,Park,CA,Toronto,Canada,,708,"['13 Isabella St', 'Toronto ON', 'Canada']",4c016eb54f1ea593b5866b7d,"[{'label': 'display', 'lat': 43.66826112389418, 'lng': -79.38035298962102}]",43.66826112389418,-79.38035298962102,Norman Jewison Park, Downtown Toronto,,park,ON
42,,Neighborhood,CA,Toronto,Canada,,916,"['Toronto ON', 'Canada']",4b42666af964a52025d325e3,,43.65562713425567,-79.37030113795088,Moss Park, Downtown Toronto,,park,ON
43,,Capitol Building,CA,,Canada,,849,['Canada'],4fca7852e4b0c116823a6344,"[{'label': 'display', 'lat': 43.66229767427558, 'lng': -79.38695645451529}]",43.66229767427558,-79.38695645451529,Lieutenant-Governors Apartment - Queen's Park, Downtown Toronto,,park,
44,511 Yonge St.,Martial Arts Dojo,CA,Toronto,Canada,,593,"['511 Yonge St.', 'Toronto ON M4Y 1Y3', 'Canada']",4c2bc67e77cfe21e4a0ab5f1,"[{'label': 'display', 'lat': 43.663319, 'lng': -79.383708}]",43.663319,-79.383708,Jong Park Tae Kwon-Do, Downtown Toronto,M4Y 1Y3,park,ON
45,,Lake,CA,,Canada,,619,['Canada'],4c9785b203413704ae528def,"[{'label': 'display', 'lat': 43.663391, 'lng': -79.384014}]",43.663391,-79.384014,Norita Park, Downtown Toronto,,park,
46,444 Yonge St,Asian Restaurant,CA,Toronto,Canada,College St,603,"['444 Yonge St (College St)', 'Toronto ON', 'Canada']",4d84e2a240a7a35d83be14be,"[{'label': 'display', 'lat': 43.661227, 'lng': -79.383672}]",43.661227,-79.383672,Thai Bowl (College Park - Concourse Level), Downtown Toronto,,park,ON
47,761-763 Bay Street,Building,CA,Toronto,Canada,Bay Street and Gerrard,736,"['761-763 Bay Street (Bay Street and Gerrard)', 'Toronto ON M5G 2R2', 'Canada']",4d9a8c49c67f2c0f893443af,"[{'label': 'display', 'lat': 43.65965972607895, 'lng': -79.3846197221677}]",43.65965972607895,-79.3846197221677,College Park Parking Lot, Downtown Toronto,M5G 2R2,park,ON
48,899 Bay St,Doctor's Office,CA,Toronto,Canada,Between wellesley and college,818,"['899 Bay St (Between wellesley and college)', 'Toronto ON', 'Canada']",4bfc3071e05e0f475f51cfa8,"[{'label': 'display', 'lat': 43.663348, 'lng': -79.386523}]",43.663348,-79.386523,Queens Park Health, Downtown Toronto,,park,ON
49,"424 Yonge Street, Suite 200",Trade School,CA,Toronto,Canada,,678,"['424 Yonge Street, Suite 200', 'Toronto ON M5B 2H4', 'Canada']",52a83a9e498edea929824a66,"[{'label': 'display', 'lat': 43.65975331541451, 'lng': -79.38388109207152}]",43.65975331541451,-79.38388109207152,Everest College - Toronto College Park, Downtown Toronto,M5B 2H4,park,ON
0,190 Elizabeth St,Hospital,CA,Toronto,Canada,at Gerrard St W,1046,"['190 Elizabeth St (at Gerrard St W)', 'Toronto ON M5G 2C4', 'Canada']",4ad4c064f964a52070f820e3,"[{'label': 'display', 'lat': 43.658762182159144, 'lng': -79.38829248908566}]",43.658762182159144,-79.38829248908566,Toronto General Hospital, Downtown Toronto,M5G 2C4,hospital,ON
1,555 University Ave.,Hospital,CA,Toronto,Canada,at Gerrard St.,990,"['555 University Ave. (at Gerrard St.)', 'Toronto ON M5G 1X8', 'Canada']",4ad4c064f964a5206ef820e3,"[{'label': 'display', 'lat': 43.657498668962646, 'lng': -79.3865121609307}]",43.657498668962646,-79.3865121609307,The Hospital for Sick Children (SickKids), Downtown Toronto,M5G 1X8,hospital,ON
2,30 Bond St,Hospital,CA,Toronto,Canada,at Queen St E,984,"['30 Bond St (at Queen St E)', 'Toronto ON M5B 1W8', 'Canada']",4ad4c064f964a5206ff820e3,"[{'label': 'display', 'lat': 43.65378419391942, 'lng': -79.37780857086182}]",43.65378419391942,-79.37780857086182,St. Michael's Hospital, Downtown Toronto,M5B 1W8,hospital,ON
3,190 Elizabeth St,Emergency Room,CA,Toronto,Canada,at Gerrard St W,931,"['190 Elizabeth St (at Gerrard St W)', 'Toronto ON', 'Canada']",4e3dd18362e19d6109746a06,"[{'label': 'display', 'lat': 43.65842614181627, 'lng': -79.38646209755869}]",43.65842614181627,-79.38646209755869,Toronto General Hospital Emergency Room, Downtown Toronto,,hospital,ON
4,76 Grenville St.,Hospital,CA,Toronto,Canada,at Bay St.,909,"['76 Grenville St. (at Bay St.)', 'Toronto ON M5S 1B2', 'Canada']",4af0615cf964a5208cdb21e3,"[{'label': 'display', 'lat': 43.66149084521543, 'lng': -79.38760156543788}]",43.66149084521543,-79.38760156543788,Women's College Hospital, Downtown Toronto,M5S 1B2,hospital,ON
5,579 Church St,Veterinarian,CA,Toronto,Canada,Isabella,734,"['579 Church St (Isabella)', 'Toronto ON M4Y 2E4', 'Canada']",4b6f37e2f964a520e4e42ce3,"[{'label': 'display', 'lat': 43.667939, 'lng': -79.381714}]",43.667939,-79.381714,Downtown Animal Hospital, Downtown Toronto,M4Y 2E4,hospital,ON
6,76 Grenville St,Medical Center,CA,Toronto,Canada,,910,"['76 Grenville St', 'Toronto ON M5S 1B2', 'Canada']",5ae0a6ac86bc497c1bab4079,"[{'label': 'display', 'lat': 43.66161, 'lng': -79.387634}]",43.66161,-79.387634,Women's College Hospital - Auditorium, Downtown Toronto,M5S 1B2,hospital,ON
7,30 Bond St.,Medical Center,CA,Toronto,Canada,,1006,"['30 Bond St.', 'Toronto ON', 'Canada']",4cdf5495f8cdb1f738339112,"[{'label': 'display', 'lat': 43.65368444376282, 'lng': -79.37870569300675}]",43.65368444376282,-79.37870569300675,St Michael's Hospital Medical Imaging, Downtown Toronto,,hospital,ON
8,Elizabeth Street,Auto Garage,CA,Toronto,Canada,College & Elizabeth,810,"['Elizabeth Street (College & Elizabeth)', 'Toronto ON', 'Canada']",530e123911d277e2ae95c564,"[{'label': 'display', 'lat': 43.65978, 'lng': -79.385699}]",43.65978,-79.385699,Toronto General Hospital Parking Lot, Downtown Toronto,,hospital,ON
9,410 Sherbourne,Hospital,CA,Toronto,Canada,Carlton,315,"['410 Sherbourne (Carlton)', 'Toronto ON', 'Canada']",4c176aa1216fc9b644578f96,"[{'label': 'display', 'lat': 43.664831527209806, 'lng': -79.37405031717384}]",43.664831527209806,-79.37405031717384,410 Health Centre (St. Michael's Hospital), Downtown Toronto,,hospital,ON
10,8 Wellesley St. W,Veterinarian,CA,Toronto,Canada,,708,"['8 Wellesley St. W', 'Toronto ON M4Y 1E7', 'Canada']",4db09bf70437a93f7f770755,"[{'label': 'display', 'lat': 43.66494103924063, 'lng': -79.38458123431751}]",43.66494103924063,-79.38458123431751,Wellesley Animal Hospital, Downtown Toronto,M4Y 1E7,hospital,ON
11,,,CA,,Canada,,1024,['Canada'],4fd8e916e4b0a8dbd1d82589,"[{'label': 'display', 'lat': 43.653938735433115, 'lng': -79.38081484586074}]",43.653938735433115,-79.38081484586074,Hospital Row, Downtown Toronto,,hospital,
12,,Hospital,CA,Toronto,Canada,,1001,"['Toronto ON M5B 1W8', 'Canada']",59525287c4df1d49b8a1e677,"[{'label': 'display', 'lat': 43.653653, 'lng': -79.378081}]",43.653653,-79.378081,St Michael's Hospital - Gastroenterology, Downtown Toronto,M5B 1W8,hospital,ON
13,,Veterinarian,CA,,Canada,,1118,['Canada'],516ff685e4b03e954dae2613,"[{'label': 'display', 'lat': 43.653999, 'lng': -79.369174}]",43.653999,-79.369174,Sherbourne Animal Hospital, Downtown Toronto,,hospital,
14,,Hospital,CA,,Canada,,1041,['Canada'],53505398498e1727785471e1,"[{'label': 'display', 'lat': 43.658367, 'lng': -79.387957}]",43.658367,-79.387957,Toronto General Hospital Cardiology Unit, Downtown Toronto,,hospital,
15,,Coffee Shop,CA,Toronto,Canada,,736,"['Toronto ON', 'Canada']",4ec2d8502c5b1356c46f4248,"[{'label': 'display', 'lat': 43.65619278670729, 'lng': -79.37884636582207}]",43.65619278670729,-79.37884636582207,Starbucks (St. Michael's Hospital), Downtown Toronto,,hospital,ON
16,555 University Ave.,Hospital,CA,Toronto,Canada,,877,"['555 University Ave.', 'Toronto ON', 'Canada']",52ab3cc6498e500543787648,"[{'label': 'display', 'lat': 43.65714939590222, 'lng': -79.38432281548036}]",43.65714939590222,-79.38432281548036,MRI Department Sick Kids Hospital, Downtown Toronto,,hospital,ON
17,77 Grenville St.,Doctor's Office,CA,Toronto,Canada,at Bay St,866,"['77 Grenville St. (at Bay St)', 'Toronto ON M5S 1B3', 'Canada']",4e8d964ff9f4d4b14d2c232e,"[{'label': 'display', 'lat': 43.6619099467916, 'lng': -79.38712689621299}]",43.6619099467916,-79.38712689621299,Women's College Hospital Family Practice, Downtown Toronto,M5S 1B3,hospital,ON
18,"190 Elizabeth St, Toronto, ON M5G 2C4",Hospital,CA,Toronto,Canada,,970,"['190 Elizabeth St, Toronto, ON M5G 2C4', 'Toronto ON M5G 2C4', 'Canada']",4ed8e1f193ad464d269c9326,"[{'label': 'display', 'lat': 43.65810949170471, 'lng': -79.3867585218272}]",43.65810949170471,-79.3867585218272,R. Fraser Elliot Building - Toronto General Hospital, Downtown Toronto,M5G 2C4,hospital,ON
19,77 Grenville St,Pharmacy,CA,Toronto,Canada,Bay St. & College St.,867,"['77 Grenville St (Bay St. & College St.)', 'Toronto ON M5S 1B3', 'Canada']",5239b5e1bce69a9b5af47d26,"[{'label': 'display', 'lat': 43.661181469774355, 'lng': -79.38701391220093}]",43.661181469774355,-79.38701391220093,Women's College Hospital Pharmacy, Downtown Toronto,M5S 1B3,hospital,ON
20,,Massage Studio,CA,Toronto,Canada,,867,"['Toronto ON M5S 1B2', 'Canada']",5baa5e65135b39002cbf29a4,"[{'label': 'display', 'lat': 43.661514, 'lng': -79.387085}]",43.661514,-79.387085,Sutherland Chan Clinic - Women's College Hospital, Downtown Toronto,M5S 1B2,hospital,ON
21,190 Elizabeth Street,Hospital,CA,Toronto,Canada,,938,"['190 Elizabeth Street', 'Toronto ON M5G 2C4', 'Canada']",4f8499a5e4b07c5cea098474,"[{'label': 'display', 'lat': 43.658716988295915, 'lng': -79.38677501623404}]",43.658716988295915,-79.38677501623404,CICU Toronto General Hospital, Downtown Toronto,M5G 2C4,hospital,ON
22,580 Harwood Avenue Soith,Hospital,CA,Ajax,Canada,,886,"['580 Harwood Avenue Soith', 'Ajax ON', 'Canada']",4ec6412182311ff83c5a9e9b,"[{'label': 'display', 'lat': 43.6548432, 'lng': -79.379067}]",43.6548432,-79.379067,Rouge Valley Hospital, Downtown Toronto,,hospital,ON
23,,Medical Center,CA,,Canada,,872,['Canada'],4bcc71b3937ca5934e11ab92,"[{'label': 'display', 'lat': 43.662338, 'lng': -79.387238}]",43.662338,-79.387238,Woomen's College Hospital - Burton Hall, Downtown Toronto,,hospital,
24,,Hospital,CA,Toronto,Canada,,942,"['Toronto ON M5B', 'Canada']",5bec6350e179103c976b35be,"[{'label': 'display', 'lat': 43.654114, 'lng': -79.377038}]",43.654114,-79.377038,St. Michael’s Hospital - Echocardiography, Downtown Toronto,M5B,hospital,ON
25,76 Grenville,Hospital,CA,Toronto,Canada,,916,"['76 Grenville', 'Toronto ON', 'Canada']",4e1da414483bbda4181d1871,"[{'label': 'display', 'lat': 43.661369761309004, 'lng': -79.3876712079196}]",43.661369761309004,-79.3876712079196,"Women's College Hospital, Boardroom", Downtown Toronto,,hospital,ON
26,50 Bond street,,CA,Toronto,Canada,,969,"['50 Bond street', 'Toronto ON', 'Canada']",4e5e3506fa768fe5f2c3ecc1,"[{'label': 'display', 'lat': 43.654023682719696, 'lng': -79.3787363936361}]",43.654023682719696,-79.3787363936361,St Michael Hospital, Downtown Toronto,,hospital,ON
27,,Gift Shop,CA,Toronto,Canada,Queen And Victoria,974,"['Queen And Victoria', 'Toronto ON', 'Canada']",4f09dee1e4b026656fae4626,"[{'label': 'display', 'lat': 43.65394745632515, 'lng': -79.37848345711284}]",43.65394745632515,-79.37848345711284,Gift Shop At St Michael's Hospital, Downtown Toronto,,hospital,ON
28,Queen & Victoria,Hospital,CA,Toronto,Canada,,995,"['Queen & Victoria', 'Toronto ON', 'Canada']",50d32905498ec019e3c227cf,"[{'label': 'display', 'lat': 43.65370559692383, 'lng': -79.37797546386719}]",43.65370559692383,-79.37797546386719,Voice Clinic - St Mike's Hospital, Downtown Toronto,,hospital,ON
29,,Hospital,CA,,Canada,,994,['Canada'],521b3e7f11d27fbcf4f28be8,"[{'label': 'display', 'lat': 43.664401425734965, 'lng': -79.38850141455815}]",43.664401425734965,-79.38850141455815,Toronto Western Hospital Fracture Clinic, Downtown Toronto,,hospital,
30,,Street Art,CA,,Canada,,1001,['Canada'],57df138c498ec726bc83afad,"[{'label': 'display', 'lat': 43.653595, 'lng': -79.37713}]",43.653595,-79.37713,St Michael Hospital Sculpture, Downtown Toronto,,hospital,
31,200 Elizabeth St.,Hospital,CA,Toronto,Canada,Ground Floor 025/026,1033,"['200 Elizabeth St. (Ground Floor 025/026)', 'Toronto ON M5G 2C4', 'Canada']",4ee201b9d5fbcceafebf2847,"[{'label': 'display', 'lat': 43.65911684437622, 'lng': -79.3883228302002}]",43.65911684437622,-79.3883228302002,Sleep Medicine and Research Rounds at Toronto General Hospital, Downtown Toronto,M5G 2C4,hospital,ON
32,,Eye Doctor,CA,,Canada,,1017,['Canada'],5615508c498e81840497746b,"[{'label': 'display', 'lat': 43.653703, 'lng': -79.37949}]",43.653703,-79.37949,St. Michael's Hospital - Glaucoma & Nerve Protection, Downtown Toronto,,hospital,
33,600 university avenue,Hospital,CA,Toronto,Canada,,1035,"['600 university avenue', 'Toronto ON', 'Canada']",4d5d30d39c31b60c12f8bcee,"[{'label': 'display', 'lat': 43.6598, 'lng': -79.38868}]",43.6598,-79.38868,Rehab and wellbeing center at mount sinai hospital, Downtown Toronto,,hospital,ON
34,"555 University Ave,The Hospital for Sick Children",Coffee Shop,CA,Toronto,Canada,at Gerrard St W,996,"['555 University Ave,The Hospital for Sick Children (at Gerrard St W)', 'Toronto ON M5G 1X8', 'Canada']",4b770853f964a5205d762ee3,"[{'label': 'display', 'lat': 43.65757168579201, 'lng': -79.38667021579539}]",43.65757168579201,-79.38667021579539,Starbucks, Downtown Toronto,M5G 1X8,hospital,ON
35,43 Wellesley Street East,Hospital,CA,Toronto,Canada,Sunnybrook Hospital,581,"['43 Wellesley Street East (Sunnybrook Hospital)', 'Toronto ON M4Y 1H1', 'Canada']",4dc98738d164c28eea85f2ab,"[{'label': 'display', 'lat': 43.66528762644748, 'lng': -79.38258292984389}]",43.66528762644748,-79.38258292984389,Sunnybrook Holland Orthopaedic & Arthritic Centre, Downtown Toronto,M4Y 1H1,hospital,ON
36,555 University Ave,Coffee Shop,CA,Toronto,Canada,in Sick Kids Hospital,1118,"['555 University Ave (in Sick Kids Hospital)', 'Toronto ON M5G 1X8', 'Canada']",4c6affbe9669e21e3708aa51,"[{'label': 'display', 'lat': 43.6573986, 'lng': -79.3883129}]",43.6573986,-79.3883129,Tim Hortons, Downtown Toronto,M5G 1X8,hospital,ON
37,200 Elizabeth St.,Deli / Bodega,CA,Toronto,Canada,University & Gerrard,936,"['200 Elizabeth St. (University & Gerrard)', 'Toronto ON M5G 2C4', 'Canada']",4bacf4d8f964a520f21d3be3,"[{'label': 'display', 'lat': 43.65925, 'lng': -79.387088}]",43.65925,-79.387088,Druxy's, Downtown Toronto,M5G 2C4,hospital,ON
38,657 University Ave,Coffee Shop,CA,Toronto,Canada,Toronto General Hospital,1069,"['657 University Ave (Toronto General Hospital)', 'Toronto ON M5G 2C4', 'Canada']",4c0f812d98102d7f8a44e506,"[{'label': 'display', 'lat': 43.658599, 'lng': -79.388498}]",43.658599,-79.388498,Tim Hortons, Downtown Toronto,M5G 2C4,hospital,ON
39,545 Jarvis St.,Medical Center,CA,Toronto,Canada,Wellesley,577,"['545 Jarvis St. (Wellesley)', 'Toronto ON M4Y 2H8', 'Canada']",4bd60316cfa7b71373db26da,"[{'label': 'display', 'lat': 43.66755485865796, 'lng': -79.37842847082072}]",43.66755485865796,-79.37842847082072,Princess Margaret Lodge, Downtown Toronto,M4Y 2H8,hospital,ON
40,99 Wellesley St West,Coffee Shop,CA,Toronto,Canada,in Women's College Hospital,1076,"[""99 Wellesley St West (in Women's College Hospital)"", 'Toronto ON M7A 1W3', 'Canada']",4d237d8f14f2b1f7ed7d66be,"[{'label': 'display', 'lat': 43.66311020040962, 'lng': -79.38975512981415}]",43.66311020040962,-79.38975512981415,Tim Hortons, Downtown Toronto,M7A 1W3,hospital,ON
41,"200 Elizabeth Street, Kiosk R5 (Toronto General Hospital)",Smoothie Shop,CA,Toronto,Canada,btwn Gerrard & College,1080,"['200 Elizabeth Street, Kiosk R5 (Toronto General Hospital) (btwn Gerrard & College)', 'Toronto ON M5G 2C4', 'Canada']",4b9a73ecf964a5209db635e3,"[{'label': 'display', 'lat': 43.65865699, 'lng': -79.38868207}]",43.65865699,-79.38868207,Booster Juice, Downtown Toronto,M5G 2C4,hospital,ON
42,"76 Grenville St,Woman's College Hospital",Sushi Restaurant,CA,Toronto,Canada,,898,"[""76 Grenville St,Woman's College Hospital"", 'Toronto ON M5S 1B2', 'Canada']",59a86be58d1070397a5101be,"[{'label': 'display', 'lat': 43.66145, 'lng': -79.387466}]",43.66145,-79.387466,Sushi Shop, Downtown Toronto,M5S 1B2,hospital,ON
43,,Sandwich Place,CA,Toronto,Canada,in Toronto General Hospital,1014,"['Toronto ON', 'Canada']",4d7b9170da568cfae33953ff,"[{'label': 'display', 'lat': 43.65946709895447, 'lng': -79.38824850471555}]",43.65946709895447,-79.38824850471555,Subway, Downtown Toronto,,hospital,ON
