,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
1,,Bus Line,CA,Toronto,Canada,,719,"['Toronto ON', 'Canada']",4fad4358e4b00911a7296917,"[{'label': 'display', 'lat': 43.65597396661909, 'lng': -79.38450425856912}]",43.65597396661909,-79.38450425856912,Bus To Niagara Falls, Downtown Toronto,,bus,ON
2,,Bus Line,CA,Toronto,Canada,,784,"['Toronto ON', 'Canada']",4bda14603904a5934203459e,"[{'label': 'display', 'lat': 43.64577099686206, 'lng': -79.37688334266569}]",43.64577099686206,-79.37688334266569,Bramalea Go Bus, Downtown Toronto,,bus,ON
3,,Bus Line,CA,,Canada,,786,['Canada'],4b81e070f964a5204bc230e3,"[{'label': 'display', 'lat': 43.645752969610946, 'lng': -79.37672937830575}]",43.645752969610946,-79.37672937830575,Lincolnville GO Bus - Northbound, Downtown Toronto,,bus,
4,,Bus Line,CA,Toronto,Canada,,835,"['Toronto ON', 'Canada']",4bf5b4e894b2a593e424acee,"[{'label': 'display', 'lat': 43.64811312219104, 'lng': -79.384790168169}]",43.64811312219104,-79.384790168169,TTC Bus #143 - Beach Express, Downtown Toronto,,bus,ON
5,Toronto Pearson International Airport (YYZ),Bus Line,CA,Toronto,Canada,,1074,"['Toronto Pearson International Airport (YYZ)', 'Toronto ON', 'Canada']",4dc323f6d22dafda2f6b3f21,"[{'label': 'display', 'lat': 43.650303, 'lng': -79.389596}]",43.650303,-79.389596,Crew Bus Vers, Downtown Toronto,,bus,ON
6,,Bus Line,CA,Toronto,Canada,,1068,"['Toronto ON', 'Canada']",4c099b29009a0f474b1de8bf,"[{'label': 'display', 'lat': 43.643239318614235, 'lng': -79.37744421066988}]",43.643239318614235,-79.37744421066988,Milton GO Bus, Downtown Toronto,,bus,ON
7,,Bus Line,CA,Toronto,Canada,,407,"['Toronto ON M4K 1N1', 'Canada']",5a9b009b67e5f22a99f546de,"[{'label': 'display', 'lat': 43.65643525087372, 'lng': -79.37748820017364}]",43.65643525087372,-79.37748820017364,TTC 505 Replacement Bus, Downtown Toronto,M4K 1N1,bus,ON
8,,Other Nightlife,CA,,Canada,,221,['Canada'],5528bb01498e2d7ce01d0803,"[{'label': 'display', 'lat': 43.652444, 'lng': -79.379414}]",43.652444,-79.379414,Not the cash bus, Downtown Toronto,,bus,
9,,Nightclub,CA,,Canada,,391,['Canada'],522bc52411d2920f12d57337,"[{'label': 'display', 'lat': 43.656287, 'lng': -79.377563}]",43.656287,-79.377563,Bus Pub Crawl Toronto, Downtown Toronto,,bus,
10,200 King St E,College Auditorium,CA,Toronto,Canada,,584,"['200 King St E', 'Toronto ON', 'Canada']",50eb2434e4b03e44556a8b6e,"[{'label': 'display', 'lat': 43.651426657525896, 'lng': -79.36971595147084}]",43.651426657525896,-79.36971595147084,BUS 1040 Rm 315A, Downtown Toronto,,bus,ON
11,200 King St East,College Classroom,CA,Toronto,Canada,,563,"['200 King St East', 'Toronto ON', 'Canada']",5076b16be4b0dcb9150c3659,"[{'label': 'display', 'lat': 43.651694, 'lng': -79.369888}]",43.651694,-79.369888,BUS 1038, Downtown Toronto,,bus,ON
12,738 Adelaide St,Transportation Service,CA,Toronto,Canada,Adelaide St,373,"['738 Adelaide St (Adelaide St)', 'Toronto ON M5H 1P6', 'Canada']",5981ad62e65d0c08ea3a0aaf,"[{'label': 'display', 'lat': 43.650236593550304, 'lng': -79.37967538833618}]",43.650236593550304,-79.37967538833618,Liberty Party Bus, Downtown Toronto,M5H 1P6,bus,ON
13,,Road,CA,,Canada,,378,['Canada'],506edb40e4b0748e04ec51b1,"[{'label': 'display', 'lat': 43.656044006347656, 'lng': -79.37820434570312}]",43.656044006347656,-79.37820434570312,On the CANADIAN airport bus, Downtown Toronto,,bus,
14,610 Bay St,Bus Station,CA,Toronto,Canada,at Edward St,729,"['610 Bay St (at Edward St)', 'Toronto ON M5G 1M5', 'Canada']",4b430db1f964a520e5db25e3,"[{'label': 'display', 'lat': 43.656258460999375, 'lng': -79.38442544992888}]",43.656258460999375,-79.38442544992888,Toronto Coach Terminal, Downtown Toronto,M5G 1M5,bus,ON
15,Bay St Terminal,Bus Station,CA,Toronto,Canada,,757,"['Bay St Terminal', 'Toronto ON', 'Canada']",4cab052414c33704148ee63b,"[{'label': 'display', 'lat': 43.65644454744002, 'lng': -79.38466920652299}]",43.65644454744002,-79.38466920652299,Bus Bay #11, Downtown Toronto,,bus,ON
16,,Moving Target,CA,Toronto,Canada,,621,"['Toronto ON', 'Canada']",51a8cbda498e90cfa2ca66fa,"[{'label': 'display', 'lat': 43.65127182006836, 'lng': -79.38412475585938}]",43.65127182006836,-79.38412475585938,CUPE 4400 bus, Downtown Toronto,,bus,ON
17,610 Bay St.,Café,CA,Toronto,Canada,,768,"['610 Bay St.', 'Toronto ON', 'Canada']",4d13ac41e3508eec6ebcdd38,"[{'label': 'display', 'lat': 43.657087619393934, 'lng': -79.38421834808608}]",43.657087619393934,-79.38421834808608,Kramden's Café (Bus Terminal), Downtown Toronto,,bus,ON
18,,Moving Target,CA,,Canada,,667,['Canada'],54854622498e7c64507d2a68,"[{'label': 'display', 'lat': 43.64684156442478, 'lng': -79.37609152323141}]",43.64684156442478,-79.37609152323141,GO Bus 18C, Downtown Toronto,,bus,
19,,Bus Line,CA,Toronto,Canada,,702,"['Toronto ON', 'Canada']",4f5934d7e4b08b52a628c5b6,"[{'label': 'display', 'lat': 43.65321614859737, 'lng': -79.38541146867763}]",43.65321614859737,-79.38541146867763,Greyhound bus to Guelph, Downtown Toronto,,bus,ON
20,,General Travel,CA,,Canada,,714,['Canada'],5159e99ae4b0e55db51bf089,"[{'label': 'display', 'lat': 43.650475, 'lng': -79.384972}]",43.650475,-79.384972,TTC Bus 142 Avenue Road Express, Downtown Toronto,,bus,
21,,Accessories Store,CA,,Canada,,773,['Canada'],4d51ba36c305b60cd5f2921e,"[{'label': 'display', 'lat': 43.64588, 'lng': -79.377098}]",43.64588,-79.377098,Mark's Express (GO Bus terminal), Downtown Toronto,,bus,
22,,Bus Stop,CA,,Canada,,745,['Canada'],535bcf1f498e876ea3a8db57,"[{'label': 'display', 'lat': 43.64832004048455, 'lng': -79.36986120785295}]",43.64832004048455,-79.36986120785295,George St Bus Stop, Downtown Toronto,,bus,
23,,Bus Line,CA,Toronto,Canada,,755,"['Toronto ON', 'Canada']",4ded5070d164f9a5c6765a10,"[{'label': 'display', 'lat': 43.656013, 'lng': -79.384995}]",43.656013,-79.384995,NYC To Philly Bus, Downtown Toronto,,bus,ON
24,,Bus Line,CA,,Canada,,762,['Canada'],52c2feaa498e53e3d03b2217,"[{'label': 'display', 'lat': 43.65635681152344, 'lng': -79.38481903076172}]",43.65635681152344,-79.38481903076172,Greyhound Bus #86005, Downtown Toronto,,bus,
25,,Bus Station,CA,,Canada,,917,['Canada'],55bbaea6498ed9ea3a71b809,"[{'label': 'display', 'lat': 43.64462309101012, 'lng': -79.37556363984855}]",43.64462309101012,-79.37556363984855,Go Bus Georgetown, Downtown Toronto,,bus,
26,,Bus Stop,CA,Toronto,Canada,Bay Street,775,"['Bay Street', 'Toronto ON M5J', 'Canada']",5a20dfb49411f21ccb4fa3be,"[{'label': 'display', 'lat': 43.645985, 'lng': -79.37856}]",43.645985,-79.37856,121 Fort York/Esplanade Bus Stop, Downtown Toronto,M5J,bus,ON
27,,Moving Target,CA,Toronto,Canada,,781,"['Toronto ON', 'Canada']",51898e97498ec50cc4a0dd21,"[{'label': 'display', 'lat': 43.645816, 'lng': -79.377408}]",43.645816,-79.377408,Dixie Express Bus, Downtown Toronto,,bus,ON
28,,Bus Station,CA,,Canada,,785,['Canada'],4f638ef9e4b0aa8f663d8988,"[{'label': 'display', 'lat': 43.64585856327926, 'lng': -79.37826351174849}]",43.64585856327926,-79.37826351174849,Canar Bus- Terminal 47, Downtown Toronto,,bus,
29,,Road,CA,Toronto,Canada,,795,"['Toronto ON', 'Canada']",4de6387018389f055873d381,"[{'label': 'display', 'lat': 43.646009, 'lng': -79.379707}]",43.646009,-79.379707,under Michelles bus, Downtown Toronto,,bus,ON
30,141 Bay St,Moving Target,CA,Toronto,Canada,front street and bay street,802,"['141 Bay St (front street and bay street)', 'Toronto ON K7R 1Z3', 'Canada']",5875db22dc33297a2ecd73e5,"[{'label': 'display', 'lat': 43.645626, 'lng': -79.37731}]",43.645626,-79.37731,Go Bus - 90B To Oshawa GO, Downtown Toronto,K7R 1Z3,bus,ON
31,,Bus Station,CA,Toronto,Canada,,809,"['Toronto ON M5G 1H2', 'Canada']",5c3357e59be522002c34942d,"[{'label': 'display', 'lat': 43.656963, 'lng': -79.384967}]",43.656963,-79.384967,Greyhound Bus - Toronto To Buffalo, Downtown Toronto,M5G 1H2,bus,ON
32,610 Bay Street,Hot Dog Joint,CA,Toronto,Canada,,763,"['610 Bay Street', 'Toronto ON', 'Canada']",4f6b63e5e4b023433ec298d9,"[{'label': 'display', 'lat': 43.65666752675462, 'lng': -79.38455454923385}]",43.65666752675462,-79.38455454923385,Hot Dog Stand (Bus Terminal), Downtown Toronto,,bus,ON
33,65 Front Street West,General Travel,CA,Toronto,Canada,,925,"['65 Front Street West', 'Toronto ON', 'Canada']",4ce7da67e888f04d1a9b3e6b,"[{'label': 'display', 'lat': 43.645126, 'lng': -79.381049}]",43.645126,-79.381049,BarTowel Buffalo Blue Monk Bus Trip, Downtown Toronto,,bus,ON
34,,Bus Line,CA,,Canada,,801,['Canada'],4f6397fee4b0bf101114bb33,"[{'label': 'display', 'lat': 43.645619079338864, 'lng': -79.3768668464965}]",43.645619079338864,-79.3768668464965,Canar Bus - Terminal 46, Downtown Toronto,,bus,
35,,Bus Station,CA,Toronto,Canada,,887,"['Toronto ON', 'Canada']",4dcecf531f6eb12270848320,"[{'label': 'display', 'lat': 43.64612, 'lng': -79.382677}]",43.64612,-79.382677,RJ's Wedding Bus, Downtown Toronto,,bus,ON
36,22 Front St. West,Bus Line,CA,Toronto,Canada,,809,"['22 Front St. West', 'Toronto ON', 'Canada']",4bf1177e21072d7fd390208b,"[{'label': 'display', 'lat': 43.64560242013307, 'lng': -79.37797640365781}]",43.64560242013307,-79.37797640365781,Hamilton QEW GO Express Bus, Downtown Toronto,,bus,ON
37,110 Skyway avenue,General Travel,CA,Toronto,Canada,,1051,"['110 Skyway avenue', 'Toronto ON M9W 4Y9', 'Canada']",5be304602619ee002caeba08,"[{'label': 'display', 'lat': 43.6550432695857, 'lng': -79.38939571380615}]",43.6550432695857,-79.38939571380615,toronto bus co ltd, Downtown Toronto,M9W 4Y9,bus,ON
38,,Bus Stop,CA,Toronto,Canada,,1054,"['Toronto ON M5A 1G1', 'Canada']",5bdb75d2180b91002ccfa902,"[{'label': 'display', 'lat': 43.651325, 'lng': -79.36378}]",43.651325,-79.36378,Front Street East At Berkeley Street Bus Stop, Downtown Toronto,M5A 1G1,bus,ON
39,,Bus Line,CA,,Canada,,1039,['Canada'],541de80c498e63d8cb3c6693,"[{'label': 'display', 'lat': 43.6511414754669, 'lng': -79.36402093801182}]",43.6511414754669,-79.36402093801182,TTC Bus #172 Cherry Street, Downtown Toronto,,bus,
40,,Moving Target,CA,,Canada,,1088,['Canada'],5112e7dbe4b00a469075691f,"[{'label': 'display', 'lat': 43.64305961746426, 'lng': -79.3758440782702}]",43.64305961746426,-79.3758440782702,94A GO Bus Eastbound, Downtown Toronto,,bus,
41,93 Front St. E.,Seafood Restaurant,CA,Toronto,Canada,Upper Level 33,640,"['93 Front St. E. (Upper Level 33)', 'Toronto ON M5E 1C3', 'Canada']",4b86b209f964a520cf9631e3,"[{'label': 'display', 'lat': 43.6484950904393, 'lng': -79.37146231793892}]",43.6484950904393,-79.37146231793892,Buster's Sea Cove, Downtown Toronto,M5E 1C3,bus,ON
42,,Bus Line,CA,Toronto Division,Canada,,1108,"['Toronto Division ON', 'Canada']",4c487756c047be9a59d03379,"[{'label': 'display', 'lat': 43.647411, 'lng': -79.388266}]",43.647411,-79.388266,YELLOW BUS to pleasure valley, Downtown Toronto,,bus,ON
43,199 Bay Street (Commerce Court),Seafood Restaurant,CA,Toronto,Canada,,595,"['199 Bay Street (Commerce Court)', 'Toronto ON M5E', 'Canada']",595e825350a6f05c631431b0,"[{'label': 'display', 'lat': 43.64777410584289, 'lng': -79.37918080262172}]",43.64777410584289,-79.37918080262172,Buster's Sea Cove, Downtown Toronto,M5E,bus,ON
44,,Bus Stop,CA,,Canada,,1241,['Canada'],58a48e3d4287c90447120334,"[{'label': 'display', 'lat': 43.641673, 'lng': -79.37699}]",43.641673,-79.37699,TTC stop - bus #6 north to dupont - bay st / queens quay west north side, Downtown Toronto,,bus,
45,York St.,Bus Line,CA,Toronto,Canada,at Front St,1013,"['York St. (at Front St)', 'Toronto ON', 'Canada']",4c404c3c520fa593c0c8c7ac,"[{'label': 'display', 'lat': 43.64519725074834, 'lng': -79.38359154124453}]",43.64519725074834,-79.38359154124453,Porter Shuttle, Downtown Toronto,,bus,ON
46,60 Adelaide St E,Office,CA,Toronto,Canada,Church St,181,"['60 Adelaide St E (Church St)', 'Toronto ON M5C 3E4', 'Canada']",4b6384eef964a5204f802ae3,"[{'label': 'display', 'lat': 43.65126372756503, 'lng': -79.37605271757495}]",43.65126372756503,-79.37605271757495,Verizon Business, Downtown Toronto,M5C 3E4,bus,ON
47,200-140 Yonge St,Bank,CA,Toronto,Canada,,249,"['200-140 Yonge St', 'Toronto ON M5C 1X6', 'Canada']",56c6373f498ed1256dc389da,"[{'label': 'display', 'lat': 43.6511334, 'lng': -79.378745}]",43.6511334,-79.378745,The Business Funding Guru, Downtown Toronto,M5C 1X6,bus,ON
48,Queen,Bus Stop,CA,Toronto,Canada,Jarvis,308,"['Queen (Jarvis)', 'Toronto ON', 'Canada']",4e6fe9232271dfdd0685b8d2,"[{'label': 'display', 'lat': 43.65383440636319, 'lng': -79.3731496348043}]",43.65383440636319,-79.3731496348043,TTC Stop #03051, Downtown Toronto,,bus,ON
49,2201-220 Yonge St,Health & Beauty Service,CA,Toronto,Canada,,337,"['2201-220 Yonge St', 'Toronto ON M5B 2L7', 'Canada']",592de68016fa0415c7a667b4,"[{'label': 'display', 'lat': 43.65438, 'lng': -79.38031}]",43.65438,-79.38031,Busy Bee Spa, Downtown Toronto,M5B 2L7,bus,ON
0,120 Lombard St,Coffee Shop,CA,Toronto,Canada,at Jarvis St,325,"['120 Lombard St (at Jarvis St)', 'Toronto ON M5C 3H5', 'Canada']",4fff1f96e4b042ae8acddca5,"[{'label': 'display', 'lat': 43.65238358726612, 'lng': -79.37271903848271}]",43.65238358726612,-79.37271903848271,Fahrenheit Coffee, Downtown Toronto,M5C 3H5,coffee,ON
1,245 Queen Street West,Coffee Shop,CA,Toronto,Canada,,1001,"['245 Queen Street West', 'Toronto ON M5V 1Z4', 'Canada']",59f784dd28122f14f9d5d63d,"[{'label': 'display', 'lat': 43.65036434800487, 'lng': -79.38866907575726}]",43.65036434800487,-79.38866907575726,HotBlack Coffee, Downtown Toronto,M5V 1Z4,coffee,ON
2,122 Bond Street,Café,CA,Toronto,Canada,at Gould St.,595,"['122 Bond Street (at Gould St.)', 'Toronto ON M5B 1X8', 'Canada']",4fb13c20e4b011e6f93513c0,"[{'label': 'display', 'lat': 43.65785440672277, 'lng': -79.37919981155157}]",43.65785440672277,-79.37919981155157,Balzac's Coffee, Downtown Toronto,M5B 1X8,coffee,ON
3,15 Toronto Street,Coffee Shop,CA,Toronto,Canada,,281,"['15 Toronto Street', 'Toronto ON', 'Canada']",5553954a498e8e11bc49ecf2,"[{'label': 'display', 'lat': 43.65031871629752, 'lng': -79.37621650642859}]",43.65031871629752,-79.37621650642859,Sam James Coffee Bar (SJCB), Downtown Toronto,,coffee,ON
4,10 Market Street,Café,CA,Toronto,Canada,btwn The Esplanade & Front St. E.,627,"['10 Market Street (btwn The Esplanade & Front St. E.)', 'Toronto ON M5E 1M6', 'Canada']",536fd522498e09c6690800e2,"[{'label': 'display', 'lat': 43.64845650131932, 'lng': -79.37178993724407}]",43.64845650131932,-79.37178993724407,Balzac's Coffee, Downtown Toronto,M5E 1M6,coffee,ON
5,"483 Bay St,Bell Trinity Square",Coffee Shop,CA,Toronto,Canada,Bell Trinity Square,367,"['483 Bay St,Bell Trinity Square (Bell Trinity Square)', 'Toronto ON M5G 2C9', 'Canada']",4b0aaa8ef964a520272623e3,"[{'label': 'display', 'lat': 43.65306013532452, 'lng': -79.38126789946494}]",43.65306013532452,-79.38126789946494,Timothy's World Coffee, Downtown Toronto,M5G 2C9,coffee,ON
6,30 Adelaide St E,Coffee Shop,CA,Toronto,Canada,,200,"['30 Adelaide St E', 'Toronto ON M5C 3G8', 'Canada']",4d261e1e3c84b1f78bf70847,"[{'label': 'display', 'lat': 43.651017603169095, 'lng': -79.376739764736}]",43.651017603169095,-79.376739764736,Timothy's World Coffee, Downtown Toronto,M5C 3G8,coffee,ON
7,150 King St. W,Café,CA,Toronto,Canada,in the PATH,824,"['150 King St. W (in the PATH)', 'Toronto ON M5H 4B6', 'Canada']",4fccaa8fe4b05a98df3d9417,"[{'label': 'display', 'lat': 43.64788137014028, 'lng': -79.38433152836829}]",43.64788137014028,-79.38433152836829,Sam James Coffee Bar (SJCB), Downtown Toronto,M5H 4B6,coffee,ON
8,427 University Avenue,Coffee Shop,CA,Toronto,Canada,,926,"['427 University Avenue', 'Toronto ON', 'Canada']",4b44fc77f964a520cc0026e3,"[{'label': 'display', 'lat': 43.65405317976302, 'lng': -79.38808999785911}]",43.65405317976302,-79.38808999785911,Timothy's World Coffee, Downtown Toronto,,coffee,ON
9,140 Yonge St,Café,CA,Toronto,Canada,at Temperance St,307,"['140 Yonge St (at Temperance St)', 'Toronto ON M5C 1X6', 'Canada']",514627d1e4b0dba1b85e9ba8,"[{'label': 'display', 'lat': 43.650497, 'lng': -79.378765}]",43.650497,-79.378765,Dineen Coffee, Downtown Toronto,M5C 1X6,coffee,ON
10,401 Bay St.,Coffee Shop,CA,Toronto,Canada,at Richmond St. W,367,"['401 Bay St. (at Richmond St. W)', 'Toronto ON M5H 2Y4', 'Canada']",4baa9f6cf964a520817a3ae3,"[{'label': 'display', 'lat': 43.65213455850074, 'lng': -79.38117224696582}]",43.65213455850074,-79.38117224696582,Timothy's World Coffee, Downtown Toronto,M5H 2Y4,coffee,ON
11,354 Queen St. E,Café,CA,Toronto,Canada,Parliament St.,1065,"['354 Queen St. E (Parliament St.)', 'Toronto ON', 'Canada']",4b3cfbb5f964a5201e8b25e3,"[{'label': 'display', 'lat': 43.655692385073614, 'lng': -79.36409508615066}]",43.655692385073614,-79.36409508615066,Redline Coffee and Espresso, Downtown Toronto,,coffee,ON
12,Yonge,Coffee Shop,CA,Toronto,Canada,Dundas,504,"['Yonge (Dundas)', 'Toronto ON M5B 2G9', 'Canada']",4ec514ec9911232436e364af,"[{'label': 'display', 'lat': 43.65669995833159, 'lng': -79.37994058195848}]",43.65669995833159,-79.37994058195848,Timothy's World Coffee, Downtown Toronto,M5B 2G9,coffee,ON
13,"595 Bay St,Atrium On Bay",Coffee Shop,CA,Toronto,Canada,at Atrium on Bay,585,"['595 Bay St,Atrium On Bay (at Atrium on Bay)', 'Toronto ON M5G 2C2', 'Canada']",4c19447c4ff90f4765ac0f49,"[{'label': 'display', 'lat': 43.6560069793488, 'lng': -79.38249477173947}]",43.6560069793488,-79.38249477173947,Timothy's World Coffee, Downtown Toronto,M5G 2C2,coffee,ON
14,,Coffee Shop,CA,Toronto,Canada,,566,"['Toronto ON', 'Canada']",4b758da6f964a520cb132ee3,"[{'label': 'display', 'lat': 43.6490525948081, 'lng': -79.37198136360134}]",43.6490525948081,-79.37198136360134,Luba’s Coffee & Tea Boutique, Downtown Toronto,,coffee,ON
15,70 Adelaide St E,Coffee Shop,CA,Toronto,Canada,at Church St,214,"['70 Adelaide St E (at Church St)', 'Toronto ON', 'Canada']",57963897498e6873394a559d,"[{'label': 'display', 'lat': 43.65121343781903, 'lng': -79.37523564828548}]",43.65121343781903,-79.37523564828548,Versus Coffee, Downtown Toronto,,coffee,ON
16,350 Bay St - 7th Floor,,CA,Toronto,Canada,,869,"['350 Bay St - 7th Floor', 'Toronto ON', 'Canada']",4baa31def964a52037523ae3,"[{'label': 'display', 'lat': 43.649498, 'lng': -79.386479}]",43.649498,-79.386479,Coffee office, Downtown Toronto,,coffee,ON
17,66 Wellington Street West,Coffee Shop,CA,Toronto,Canada,TD Center Concourse,713,"['66 Wellington Street West (TD Center Concourse)', 'Toronto ON M5K 1A1', 'Canada']",4ba37627f964a520263f38e3,"[{'label': 'display', 'lat': 43.64713049355658, 'lng': -79.38077635642868}]",43.64713049355658,-79.38077635642868,Timothy's World Coffee, Downtown Toronto,M5K 1A1,coffee,ON
18,,Coffee Shop,CA,Toronto,Canada,,688,"['Toronto ON', 'Canada']",4c3de34c7d002d7fe460b018,"[{'label': 'display', 'lat': 43.65123, 'lng': -79.368457}]",43.65123,-79.368457,Timothy's World Coffee, Downtown Toronto,,coffee,ON
19,"161 Frederick St, Unit 100",Coffee Shop,CA,Toronto,Canada,at King St E,644,"['161 Frederick St, Unit 100 (at King St E)', 'Toronto ON M5A 4P3', 'Canada']",55be4bd4498e08d9ccc061e4,"[{'label': 'display', 'lat': 43.65070234158804, 'lng': -79.36925939681731}]",43.65070234158804,-79.36925939681731,NEO COFFEE BAR, Downtown Toronto,M5A 4P3,coffee,ON
20,,Coffee Shop,CA,Toronto,Canada,,918,"['Toronto ON', 'Canada']",563d2f2dcd10bcf27ae37c3b,"[{'label': 'display', 'lat': 43.64501814464698, 'lng': -79.3804150931199}]",43.64501814464698,-79.3804150931199,Pilot Coffee Roasters, Downtown Toronto,,coffee,ON
21,425 University Ave,Coffee Shop,CA,Toronto,Canada,Dundas,956,"['425 University Ave (Dundas)', 'Toronto ON M5G 1T6', 'Canada']",53e8acc4498ee294fb100183,"[{'label': 'display', 'lat': 43.65412020706058, 'lng': -79.38844643421639}]",43.65412020706058,-79.38844643421639,Timothy's World Coffee, Downtown Toronto,M5G 1T6,coffee,ON
22,Commerce Court East,Café,CA,Toronto,Canada,,544,"['Commerce Court East', 'Toronto ON', 'Canada']",52138db911d22803b334c641,"[{'label': 'display', 'lat': 43.64815919753501, 'lng': -79.37874450467258}]",43.64815919753501,-79.37874450467258,Mos Mos Coffee, Downtown Toronto,,coffee,ON
23,444 Yonge St,Coffee Shop,CA,Toronto,Canada,in College Park,1064,"['444 Yonge St (in College Park)', 'Toronto ON M5B 2H4', 'Canada']",4bce5e21cc8cd13a7359c4cf,"[{'label': 'display', 'lat': 43.66046739684086, 'lng': -79.38465356826782}]",43.66046739684086,-79.38465356826782,Timothy's World Coffee, Downtown Toronto,M5B 2H4,coffee,ON
24,100 King St W,Coffee Shop,CA,Toronto,Canada,Bay St,559,"['100 King St W (Bay St)', 'Toronto ON M5X', 'Canada']",59cd51c71b0ea516e9e7b3aa,"[{'label': 'display', 'lat': 43.648835391245896, 'lng': -79.3809358125033}]",43.648835391245896,-79.3809358125033,Pilot Coffee Roasters, Downtown Toronto,M5X,coffee,ON
